Bedrooms,Bathrooms,City,Zip_Code,Neighborhood,Avg_Rent,Avg_Sqft,Bosch_Appliances,Stainless_Steel_App,Refrigerator,Dishwasher,Microwave,Laundry,Washer/Dryer_in_unit,Terrace,Balcony,Vaulted_Ceilings,Garden,Penthouse,Concierge,Lounge,A/C,Smoke_Free,Pets_Allowed,Pool,Gym,Gated,Furnished,Garage,Wheelchair_Accessible,Carpet,Wood Floor,Plank Floor,Tile Floor
0,1.0,San Francisco,94105,Rincon,4847,441.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,5004,441.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,4984,441.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,5124,580.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,4938,580.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,5304,580.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,5422,562.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,5422,562.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,5422,566.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,5422,566.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,6748,796.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,6094,784.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,6280,809.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,7019,809.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2,2.0,San Francisco,94105,Rincon,7854,1038.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2,2.0,San Francisco,94105,Rincon,8393,1074.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2,2.0,San Francisco,94105,Rincon,6958,896.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,4660,422.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,5120,422.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,5172,580.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,4810,511.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,4830,511.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2,2.0,San Francisco,94105,Rincon,7472,1018.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2,2.0,San Francisco,94105,Rincon,7325,1015.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,4541,422.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,4802,580.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,4796,631.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,4713,631.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,5306,580.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,4404,631.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,4871,631.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2,2.0,San Francisco,94105,Rincon,6522,1021.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,4028,422.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,4536,610.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,4802,610.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,4288,580.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,4438,513.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2,2.0,San Francisco,94105,Rincon,6834,1003.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2,2.5,San Francisco,94105,Rincon,9842,1367.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2,2.5,San Francisco,94105,Rincon,9842,1367.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,4840,580.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2,2.0,San Francisco,94105,Rincon,7755,1015.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2,2.0,San Francisco,94105,Rincon,8110,962.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2,2.0,San Francisco,94105,Rincon,8110,962.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,4188,610.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,4308,631.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,4418,631.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,5054,631.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,4613,511.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
2,2.0,San Francisco,94105,Rincon,8301,1074.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94105,Rincon,4316,441.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,1.0,San Francisco,94105,Rincon,4945,631.0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.0,San Francisco,94109,Lower Nob,2174,371.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
0,1.0,San Francisco,94109,Lower Nob,2294,441.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
1,1.0,San Francisco,94109,Lower Nob,2580,590.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
1,1.0,San Francisco,94109,Lower Nob,2525,614.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
1,1.0,San Francisco,94109,Lower Nob,2595,566.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
2,2.0,San Francisco,94109,Lower Nob,3530,929.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
2,2.0,San Francisco,94109,Lower Nob,3592,929.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
2,2.0,San Francisco,94109,Lower Nob,3612,914.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0
2,2.0,San Francisco,94112,Westwood Park,3830,1190.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
2,2.0,San Francisco,94112,Westwood Park,3840,1137.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
2,2.0,San Francisco,94112,Westwood Park,3940,1146.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
2,2.0,San Francisco,94112,Westwood Park,4000,1176.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
2,2.0,San Francisco,94112,Westwood Park,4485,1190.0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0
0,1.0,San Francisco,94134,Bayview,3057,768.0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0
1,1.0,San Francisco,94134,Bayview,2908,844.0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0
1,1.0,San Francisco,94134,Bayview,3074,1032.0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0
1,1.0,San Francisco,94134,Bayview,3148,1219.0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0
1,1.0,San Francisco,94134,Bayview,3154,1133.0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0
1,1.0,San Francisco,94134,Bayview,3237,1047.0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0
2,2.0,San Francisco,94134,Bayview,3815,1612.0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0
2,2.0,San Francisco,94134,Bayview,3819,1592.0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0
2,2.0,San Francisco,94134,Bayview,3841,1667.0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0
2,2.0,San Francisco,94134,Bayview,4009,1629.0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0
1,1.0,San Francisco,94134,Bayview,2676,787.0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0
3,2.0,San Francisco,94105,Rincon,6520,1506.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,6576,1506.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,6576,1506.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,6624,1505.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,6624,1505.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,6865,1452.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,6728,1452.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,6728,1452.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,6728,1452.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,6785,1452.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,6978,1452.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,7066,1494.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,6917,1494.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,7191,1494.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,6992,1491.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,6992,1491.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
3,2.0,San Francisco,94105,Rincon,10196,1451.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
2,2.0,San Francisco,94105,Rincon,5600,1198.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
2,2.0,San Francisco,94105,Rincon,5600,1198.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
2,2.0,San Francisco,94105,Rincon,5914,1212.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
2,2.0,San Francisco,94105,Rincon,5914,1212.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
0,1.0,San Francisco,94105,Rincon,3997,799.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
0,1.0,San Francisco,94105,Rincon,3997,799.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
1,1.0,San Francisco,94105,Rincon,4435,781.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0
1,1.0,San Francisco,94105,San Francisco,2825,487.0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0
1,1.0,San Francisco,94105,San Francisco,2835,503.0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0
1,1.0,San Francisco,94105,San Francisco,2885,480.0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0
1,1.0,San Francisco,94105,San Francisco,3047,647.0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0
1,1.0,San Francisco,94105,San Francisco,3147,569.0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0
0,1.0,San Francisco,94105,Rincon,3135,503.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
0,1.0,San Francisco,94105,Rincon,3190,673.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
0,1.0,San Francisco,94105,Rincon,3120,673.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
1,1.0,San Francisco,94105,Rincon,3992,739.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
1,1.0,San Francisco,94105,Rincon,3894,739.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
1,1.0,San Francisco,94105,Rincon,4221,739.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
1,1.0,San Francisco,94105,Rincon,4562,739.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
1,1.0,San Francisco,94105,Rincon,4290,790.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
1,1.0,San Francisco,94105,Rincon,3746,790.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
1,1.0,San Francisco,94105,Rincon,4435,790.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
1,1.5,San Francisco,94105,Rincon,4185,1187.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
1,1.5,San Francisco,94105,Rincon,4185,1187.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,5205,1075.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,3996,1075.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,5596,1075.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,5622,1075.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,5837,1075.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,6366,1075.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,4288,1092.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,4288,1092.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,5546,980.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,4519,980.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,4853,980.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,6425,980.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,6458,980.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,5532,1008.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,4750,1008.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,6073,1008.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,6283,1008.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,6017,1023.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,5626,1023.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,5914,1023.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,6888,1023.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,5930,1076.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,5652,1076.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.5,San Francisco,94105,Rincon,5843,1540.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.5,San Francisco,94105,Rincon,5843,1540.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,6156,1365.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,6156,1365.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.5,San Francisco,94105,Rincon,6192,1341.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.5,San Francisco,94105,Rincon,6192,1341.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,6464,1230.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,6494,1230.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.5,San Francisco,94105,Rincon,8787,1735.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.5,San Francisco,94105,Rincon,8787,1735.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.5,San Francisco,94105,Rincon,12054,2170.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.5,San Francisco,94105,Rincon,12054,2170.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
3,3.5,San Francisco,94105,Rincon,15148,2220.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
3,3.5,San Francisco,94105,Rincon,14836,2220.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
3,3.5,San Francisco,94105,Rincon,15408,2220.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
0,1.0,San Francisco,94105,Rincon,3038,420.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
0,1.0,San Francisco,94105,Rincon,2708,503.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,4973,980.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
0,1.0,San Francisco,94105,Rincon,2657,450.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
0,1.0,San Francisco,94105,Rincon,2774,503.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
1,1.0,San Francisco,94105,Rincon,3516,739.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,5738,1075.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,5864,1023.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,5100,1023.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
0,1.0,San Francisco,94105,Rincon,2682,503.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
0,1.0,San Francisco,94105,Rincon,3094,673.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,6404,1023.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
2,2.0,San Francisco,94105,Rincon,5752,1075.0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
